ano_arquivo,data_referencia,uf,evento,total_vitima,total,feminino,masculino,nao_informado
2018,2018-01-01,AC,Apreensão de Cocaína,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Apreensão de Maconha,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Arma de Fogo Apreendida,0.0,3.0,0.0,0.0,0.0
2018,2018-01-01,AC,Atendimento pré-hospitalar,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Busca e salvamento,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Combate a incêndios,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Emissão de Alvarás de licença,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Estupro,7.0,0.0,4.0,3.0,0.0
2018,2018-01-01,AC,Estupro de vulnerável,30.0,0.0,25.0,5.0,0.0
2018,2018-01-01,AC,Feminicídio,3.0,0.0,3.0,0.0,0.0
2018,2018-01-01,AC,Furto de veículo,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Homicídio doloso,42.0,0.0,2.0,40.0,0.0
2018,2018-01-01,AC,Lesão corporal seguida de morte,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Mandado de prisão cumprido,0.0,97.0,0.0,0.0,0.0
2018,2018-01-01,AC,Morte de Agente do Estado,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),4.0,0.0,0.0,4.0,0.0
2018,2018-01-01,AC,Morte por intervenção de Agente do Estado,6.0,0.0,0.0,6.0,0.0
2018,2018-01-01,AC,Mortes a esclarecer (sem indício de crime),0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Mortes no trânsito,2.0,0.0,0.0,2.0,0.0
2018,2018-01-01,AC,Pessoa Desaparecida,12.0,0.0,1.0,10.0,1.0
2018,2018-01-01,AC,Pessoa Localizada,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Realização de vistorias,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Roubo a instituição financeira,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Roubo de carga,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Roubo de veículo,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Roubo seguido de morte (latrocínio),2.0,0.0,0.0,2.0,0.0
2018,2018-01-01,AC,Suicídio,5.0,0.0,1.0,4.0,0.0
2018,2018-01-01,AC,Suicídio de Agente do Estado,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Tentativa de feminicídio,0.0,0.0,0.0,0.0,0.0
2018,2018-01-01,AC,Tentativa de homicídio,11.0,0.0,1.0,10.0,0.0
2018,2018-01-01,AC,Tráfico de drogas,0.0,12.0,0.0,0.0,0.0
