Mês de Data Referencia;Evento;Uf;Total
março de 2023;Roubo de veículo;PR;343
março de 2023;Roubo de veículo;RJ;2309
março de 2023;Roubo de veículo;RN;226
março de 2023;Roubo de veículo;RO;85
março de 2023;Roubo de veículo;RR;25
março de 2023;Roubo de veículo;RS;409
março de 2023;Roubo de veículo;SC;88
março de 2023;Roubo de veículo;SE;74
março de 2023;Roubo de veículo;SP;3592
março de 2023;Roubo de veículo;TO;22
abril de 2023;Roubo de veículo;AC;61
abril de 2023;Roubo de veículo;AL;149
abril de 2023;Roubo de veículo;AM;97
abril de 2023;Roubo de veículo;AP;20
abril de 2023;Roubo de veículo;BA;1106
abril de 2023;Roubo de veículo;CE;570
abril de 2023;Roubo de veículo;DF;113
abril de 2023;Roubo de veículo;ES;252
abril de 2023;Roubo de veículo;GO;71
abril de 2023;Roubo de veículo;MA;425
abril de 2023;Roubo de veículo;MG;379
abril de 2023;Roubo de veículo;MS;35
abril de 2023;Roubo de veículo;MT;89
abril de 2023;Roubo de veículo;PA;141
abril de 2023;Roubo de veículo;PB;323
abril de 2023;Roubo de veículo;PE;1346
abril de 2023;Roubo de veículo;PI;431
abril de 2023;Roubo de veículo;PR;286
abril de 2023;Roubo de veículo;RJ;2237
abril de 2023;Roubo de veículo;RN;262
abril de 2023;Roubo de veículo;RO;68
abril de 2023;Roubo de veículo;RR;15
abril de 2023;Roubo de veículo;RS;327
abril de 2023;Roubo de veículo;SC;94
abril de 2023;Roubo de veículo;SE;68
abril de 2023;Roubo de veículo;SP;3079
abril de 2023;Roubo de veículo;TO;23
maio de 2023;Roubo de veículo;AC;64
maio de 2023;Roubo de veículo;AL;136
maio de 2023;Roubo de veículo;AM;105
maio de 2023;Roubo de veículo;AP;28
maio de 2023;Roubo de veículo;BA;1193
maio de 2023;Roubo de veículo;CE;639
maio de 2023;Roubo de veículo;DF;118
maio de 2023;Roubo de veículo;ES;209
maio de 2023;Roubo de veículo;GO;64
maio de 2023;Roubo de veículo;MA;467
maio de 2023;Roubo de veículo;MG;324
maio de 2023;Roubo de veículo;MS;29
maio de 2023;Roubo de veículo;MT;104
maio de 2023;Roubo de veículo;PA;130
maio de 2023;Roubo de veículo;PB;355
maio de 2023;Roubo de veículo;PE;1190
maio de 2023;Roubo de veículo;PI;392
maio de 2023;Roubo de veículo;PR;282
maio de 2023;Roubo de veículo;RJ;2380
maio de 2023;Roubo de veículo;RN;324
maio de 2023;Roubo de veículo;RO;96
maio de 2023;Roubo de veículo;RR;28
maio de 2023;Roubo de veículo;RS;314
maio de 2023;Roubo de veículo;SC;82
maio de 2023;Roubo de veículo;SE;63
maio de 2023;Roubo de veículo;SP;2957
maio de 2023;Roubo de veículo;TO;26
junho de 2023;Roubo de veículo;AC;40
junho de 2023;Roubo de veículo;AL;141
junho de 2023;Roubo de veículo;AM;95
junho de 2023;Roubo de veículo;AP;11
junho de 2023;Roubo de veículo;BA;1053
junho de 2023;Roubo de veículo;CE;583
junho de 2023;Roubo de veículo;DF;77
junho de 2023;Roubo de veículo;ES;169
junho de 2023;Roubo de veículo;GO;63
junho de 2023;Roubo de veículo;MA;434
junho de 2023;Roubo de veículo;MG;344
junho de 2023;Roubo de veículo;MS;28
junho de 2023;Roubo de veículo;MT;96
junho de 2023;Roubo de veículo;PA;118
junho de 2023;Roubo de veículo;PB;317
junho de 2023;Roubo de veículo;PE;1066
junho de 2023;Roubo de veículo;PI;347
junho de 2023;Roubo de veículo;PR;234
junho de 2023;Roubo de veículo;RJ;1810
junho de 2023;Roubo de veículo;RN;294
junho de 2023;Roubo de veículo;RO;72
junho de 2023;Roubo de veículo;RR;16
junho de 2023;Roubo de veículo;RS;299
junho de 2023;Roubo de veículo;SC;90
junho de 2023;Roubo de veículo;SE;52
junho de 2023;Roubo de veículo;SP;2820
junho de 2023;Roubo de veículo;TO;17
julho de 2023;Roubo de veículo;AC;51
julho de 2023;Roubo de veículo;AL;127
julho de 2023;Roubo de veículo;AM;82
julho de 2023;Roubo de veículo;AP;17
julho de 2023;Roubo de veículo;BA;1017
julho de 2023;Roubo de veículo;CE;637
julho de 2023;Roubo de veículo;DF;105
julho de 2023;Roubo de veículo;ES;220
julho de 2023;Roubo de veículo;GO;69
julho de 2023;Roubo de veículo;MA;392
janeiro de 2024;Roubo de veículo;AC;33
janeiro de 2024;Roubo de veículo;AL;161
janeiro de 2024;Roubo de veículo;AM;85
janeiro de 2024;Roubo de veículo;AP;22
janeiro de 2024;Roubo de veículo;BA;984
janeiro de 2024;Roubo de veículo;CE;596
janeiro de 2024;Roubo de veículo;DF;77
janeiro de 2024;Roubo de veículo;ES;191
janeiro de 2024;Roubo de veículo;GO;56
janeiro de 2024;Roubo de veículo;MA;365
janeiro de 2024;Roubo de veículo;MG;359
janeiro de 2024;Roubo de veículo;MS;25
janeiro de 2024;Roubo de veículo;MT;76
janeiro de 2024;Roubo de veículo;PA;129
janeiro de 2024;Roubo de veículo;PB;279
janeiro de 2024;Roubo de veículo;PE;1013
janeiro de 2024;Roubo de veículo;PI;317
janeiro de 2024;Roubo de veículo;PR;280
janeiro de 2024;Roubo de veículo;RJ;1865
janeiro de 2024;Roubo de veículo;RN;230
janeiro de 2024;Roubo de veículo;RO;60
janeiro de 2024;Roubo de veículo;RR;21
janeiro de 2024;Roubo de veículo;RS;269
janeiro de 2024;Roubo de veículo;SC;60
janeiro de 2024;Roubo de veículo;SE;40
janeiro de 2024;Roubo de veículo;SP;2291
janeiro de 2024;Roubo de veículo;TO;34
fevereiro de 2024;Roubo de veículo;AC;24
fevereiro de 2024;Roubo de veículo;AL;162
fevereiro de 2024;Roubo de veículo;AM;74
fevereiro de 2024;Roubo de veículo;AP;15
fevereiro de 2024;Roubo de veículo;BA;916
fevereiro de 2024;Roubo de veículo;CE;523
fevereiro de 2024;Roubo de veículo;DF;72
fevereiro de 2024;Roubo de veículo;ES;196
fevereiro de 2024;Roubo de veículo;GO;54
fevereiro de 2024;Roubo de veículo;MA;363
fevereiro de 2024;Roubo de veículo;MG;269
fevereiro de 2024;Roubo de veículo;MS;29
fevereiro de 2024;Roubo de veículo;MT;75
fevereiro de 2024;Roubo de veículo;PA;111
fevereiro de 2024;Roubo de veículo;PB;301
fevereiro de 2024;Roubo de veículo;PE;904
fevereiro de 2024;Roubo de veículo;PI;339
fevereiro de 2024;Roubo de veículo;PR;202
fevereiro de 2024;Roubo de veículo;RJ;2036
fevereiro de 2024;Roubo de veículo;RN;189
fevereiro de 2024;Roubo de veículo;RO;76
fevereiro de 2024;Roubo de veículo;RR;16
fevereiro de 2024;Roubo de veículo;RS;260
fevereiro de 2024;Roubo de veículo;SC;64
fevereiro de 2024;Roubo de veículo;SE;58
fevereiro de 2024;Roubo de veículo;SP;2285
fevereiro de 2024;Roubo de veículo;TO;34
março de 2024;Roubo de veículo;AC;52
março de 2024;Roubo de veículo;AL;173
março de 2024;Roubo de veículo;AM;86
março de 2024;Roubo de veículo;AP;11
março de 2024;Roubo de veículo;BA;932
março de 2024;Roubo de veículo;CE;681
março de 2024;Roubo de veículo;DF;100
março de 2024;Roubo de veículo;ES;190
março de 2024;Roubo de veículo;GO;74
março de 2024;Roubo de veículo;MA;382
março de 2024;Roubo de veículo;MG;322
março de 2024;Roubo de veículo;MS;27
março de 2024;Roubo de veículo;MT;73
março de 2024;Roubo de veículo;PA;108
março de 2024;Roubo de veículo;PB;262
março de 2024;Roubo de veículo;PE;994
março de 2024;Roubo de veículo;PI;319
março de 2024;Roubo de veículo;PR;175
março de 2024;Roubo de veículo;RJ;2391
março de 2024;Roubo de veículo;RN;251
março de 2024;Roubo de veículo;RO;83
março de 2024;Roubo de veículo;RR;19
março de 2024;Roubo de veículo;RS;205
março de 2024;Roubo de veículo;SC;86
março de 2024;Roubo de veículo;SE;59
março de 2024;Roubo de veículo;SP;2626
março de 2024;Roubo de veículo;TO;38
abril de 2024;Roubo de veículo;AC;24
abril de 2024;Roubo de veículo;AL;148
abril de 2024;Roubo de veículo;AM;94
abril de 2024;Roubo de veículo;AP;19
abril de 2024;Roubo de veículo;BA;956
abril de 2024;Roubo de veículo;CE;676
abril de 2024;Roubo de veículo;DF;114
abril de 2024;Roubo de veículo;ES;179
abril de 2024;Roubo de veículo;GO;74
abril de 2024;Roubo de veículo;MA;396
abril de 2024;Roubo de veículo;MG;370
abril de 2024;Roubo de veículo;MS;23
abril de 2024;Roubo de veículo;MT;73
abril de 2024;Roubo de veículo;PA;85
abril de 2024;Roubo de veículo;PB;339
abril de 2024;Roubo de veículo;PE;1071
abril de 2024;Roubo de veículo;PI;333
abril de 2024;Roubo de veículo;PR;193
abril de 2024;Roubo de veículo;RJ;2069
abril de 2024;Roubo de veículo;RN;263
abril de 2024;Roubo de veículo;RO;66
abril de 2024;Roubo de veículo;RR;11
abril de 2024;Roubo de veículo;RS;187
abril de 2024;Roubo de veículo;SC;81
abril de 2024;Roubo de veículo;SE;51
abril de 2024;Roubo de veículo;SP;2607
abril de 2024;Roubo de veículo;TO;19
maio de 2024;Roubo de veículo;AC;29
maio de 2024;Roubo de veículo;AL;140
maio de 2024;Roubo de veículo;AM;84
maio de 2024;Roubo de veículo;AP;25
maio de 2024;Roubo de veículo;BA;901
maio de 2024;Roubo de veículo;CE;648
maio de 2024;Roubo de veículo;DF;114
maio de 2024;Roubo de veículo;ES;151
maio de 2024;Roubo de veículo;GO;55
maio de 2024;Roubo de veículo;MA;400
maio de 2024;Roubo de veículo;MG;385
maio de 2024;Roubo de veículo;MS;27
maio de 2024;Roubo de veículo;MT;73
maio de 2024;Roubo de veículo;PA;131
maio de 2024;Roubo de veículo;PB;294
maio de 2024;Roubo de veículo;PE;977
maio de 2024;Roubo de veículo;PI;318
maio de 2024;Roubo de veículo;PR;194
maio de 2024;Roubo de veículo;RJ;2466
maio de 2024;Roubo de veículo;RN;265
maio de 2024;Roubo de veículo;RO;80
maio de 2024;Roubo de veículo;RR;16
maio de 2024;Roubo de veículo;RS;150
maio de 2024;Roubo de veículo;SC;83
maio de 2024;Roubo de veículo;SE;41
maio de 2024;Roubo de veículo;SP;2713
maio de 2024;Roubo de veículo;TO;34
junho de 2024;Roubo de veículo;AC;26
junho de 2024;Roubo de veículo;AL;110
junho de 2024;Roubo de veículo;AM;72
junho de 2024;Roubo de veículo;AP;4
junho de 2024;Roubo de veículo;BA;869
junho de 2024;Roubo de veículo;CE;531
junho de 2024;Roubo de veículo;DF;74
junho de 2024;Roubo de veículo;ES;146
junho de 2024;Roubo de veículo;GO;37
junho de 2024;Roubo de veículo;MA;411
junho de 2024;Roubo de veículo;MG;442
junho de 2024;Roubo de veículo;MS;33
junho de 2024;Roubo de veículo;MT;56
junho de 2024;Roubo de veículo;PA;90
junho de 2024;Roubo de veículo;PB;304
junho de 2024;Roubo de veículo;PE;857
junho de 2024;Roubo de veículo;PI;254
junho de 2024;Roubo de veículo;PR;194
junho de 2024;Roubo de veículo;RJ;2237
junho de 2024;Roubo de veículo;RN;226
junho de 2024;Roubo de veículo;RO;62
junho de 2024;Roubo de veículo;RR;16
junho de 2024;Roubo de veículo;RS;126
junho de 2024;Roubo de veículo;SC;52
junho de 2024;Roubo de veículo;SE;54
junho de 2024;Roubo de veículo;SP;2695
junho de 2024;Roubo de veículo;TO;18
julho de 2024;Roubo de veículo;AC;32
julho de 2024;Roubo de veículo;AL;88
julho de 2024;Roubo de veículo;AM;67
julho de 2024;Roubo de veículo;AP;15
julho de 2024;Roubo de veículo;BA;970
julho de 2024;Roubo de veículo;CE;521
julho de 2024;Roubo de veículo;DF;61
julho de 2024;Roubo de veículo;ES;127
julho de 2024;Roubo de veículo;GO;65
julho de 2024;Roubo de veículo;MA;363
janeiro de 2016;Roubo de veículo;AC;
janeiro de 2016;Roubo de veículo;AL;321
janeiro de 2016;Roubo de veículo;AM;273
janeiro de 2016;Roubo de veículo;AP;14
janeiro de 2016;Roubo de veículo;BA;1230
janeiro de 2016;Roubo de veículo;CE;756
janeiro de 2016;Roubo de veículo;DF;492
janeiro de 2016;Roubo de veículo;ES;
janeiro de 2016;Roubo de veículo;GO;
janeiro de 2016;Roubo de veículo;MA;438
janeiro de 2016;Roubo de veículo;MG;2004
janeiro de 2016;Roubo de veículo;MS;98
janeiro de 2016;Roubo de veículo;MT;298
janeiro de 2016;Roubo de veículo;PA;468
janeiro de 2016;Roubo de veículo;PB;261
janeiro de 2016;Roubo de veículo;PE;1167
janeiro de 2016;Roubo de veículo;PI;300
janeiro de 2016;Roubo de veículo;PR;
janeiro de 2016;Roubo de veículo;RJ;3358
janeiro de 2016;Roubo de veículo;RN;471
janeiro de 2016;Roubo de veículo;RO;191
janeiro de 2016;Roubo de veículo;RR;23
janeiro de 2016;Roubo de veículo;RS;1651
janeiro de 2016;Roubo de veículo;SC;281
janeiro de 2016;Roubo de veículo;SE;195
janeiro de 2016;Roubo de veículo;SP;6479
janeiro de 2016;Roubo de veículo;TO;80
fevereiro de 2016;Roubo de veículo;AC;
fevereiro de 2016;Roubo de veículo;AL;306
fevereiro de 2016;Roubo de veículo;AM;221
fevereiro de 2016;Roubo de veículo;AP;17
fevereiro de 2016;Roubo de veículo;BA;1380
fevereiro de 2016;Roubo de veículo;CE;789
fevereiro de 2016;Roubo de veículo;DF;411
fevereiro de 2016;Roubo de veículo;ES;
fevereiro de 2016;Roubo de veículo;GO;
fevereiro de 2016;Roubo de veículo;MA;382
fevereiro de 2016;Roubo de veículo;MG;1800
fevereiro de 2016;Roubo de veículo;MS;87
fevereiro de 2016;Roubo de veículo;MT;299
fevereiro de 2016;Roubo de veículo;PA;535
fevereiro de 2016;Roubo de veículo;PB;283
fevereiro de 2016;Roubo de veículo;PE;1049
fevereiro de 2016;Roubo de veículo;PI;269
fevereiro de 2016;Roubo de veículo;PR;
fevereiro de 2016;Roubo de veículo;RJ;3056
fevereiro de 2016;Roubo de veículo;RN;457
fevereiro de 2016;Roubo de veículo;RO;179
fevereiro de 2016;Roubo de veículo;RR;41
fevereiro de 2016;Roubo de veículo;RS;1577
fevereiro de 2016;Roubo de veículo;SC;275
fevereiro de 2016;Roubo de veículo;SE;174
fevereiro de 2016;Roubo de veículo;SP;6098
fevereiro de 2016;Roubo de veículo;TO;65
março de 2016;Roubo de veículo;AC;
março de 2016;Roubo de veículo;AL;325
março de 2016;Roubo de veículo;AM;276
março de 2016;Roubo de veículo;AP;15
março de 2016;Roubo de veículo;BA;1278
março de 2016;Roubo de veículo;CE;918
março de 2016;Roubo de veículo;DF;464
março de 2016;Roubo de veículo;ES;
março de 2016;Roubo de veículo;GO;
março de 2016;Roubo de veículo;MA;423
março de 2016;Roubo de veículo;MG;1985
março de 2016;Roubo de veículo;MS;87
março de 2016;Roubo de veículo;MT;373
março de 2016;Roubo de veículo;PA;502
março de 2016;Roubo de veículo;PB;283
março de 2016;Roubo de veículo;PE;1220
março de 2016;Roubo de veículo;PI;282
março de 2016;Roubo de veículo;PR;
março de 2016;Roubo de veículo;RJ;3392
março de 2016;Roubo de veículo;RN;564
março de 2016;Roubo de veículo;RO;228
março de 2016;Roubo de veículo;RR;27
março de 2016;Roubo de veículo;RS;1642
março de 2016;Roubo de veículo;SC;337
março de 2016;Roubo de veículo;SE;177
março de 2016;Roubo de veículo;SP;6619
março de 2016;Roubo de veículo;TO;94
abril de 2016;Roubo de veículo;AC;
abril de 2016;Roubo de veículo;AL;291
abril de 2016;Roubo de veículo;AM;266
abril de 2016;Roubo de veículo;AP;20
abril de 2016;Roubo de veículo;BA;1280
abril de 2016;Roubo de veículo;CE;832
abril de 2016;Roubo de veículo;DF;480
abril de 2016;Roubo de veículo;ES;
abril de 2016;Roubo de veículo;GO;1677
abril de 2016;Roubo de veículo;MA;427
abril de 2016;Roubo de veículo;MG;1976
abril de 2016;Roubo de veículo;MS;75
abril de 2016;Roubo de veículo;MT;232
abril de 2016;Roubo de veículo;PA;479
abril de 2016;Roubo de veículo;PB;251
abril de 2016;Roubo de veículo;PE;1149
abril de 2016;Roubo de veículo;PI;220
abril de 2016;Roubo de veículo;PR;
abril de 2016;Roubo de veículo;RJ;3259
abril de 2016;Roubo de veículo;RN;572
abril de 2016;Roubo de veículo;RO;152
abril de 2016;Roubo de veículo;RR;37
abril de 2016;Roubo de veículo;RS;1490
abril de 2016;Roubo de veículo;SC;288
abril de 2016;Roubo de veículo;SE;209
abril de 2016;Roubo de veículo;SP;6454
abril de 2016;Roubo de veículo;TO;90
maio de 2016;Roubo de veículo;AC;
maio de 2016;Roubo de veículo;AL;317
maio de 2016;Roubo de veículo;AM;303
maio de 2016;Roubo de veículo;AP;20
maio de 2016;Roubo de veículo;BA;1314
maio de 2016;Roubo de veículo;CE;1010
maio de 2016;Roubo de veículo;DF;491
maio de 2016;Roubo de veículo;ES;
maio de 2016;Roubo de veículo;GO;1609
maio de 2016;Roubo de veículo;MA;370
maio de 2016;Roubo de veículo;MG;1849
maio de 2016;Roubo de veículo;MS;67
maio de 2016;Roubo de veículo;MT;247
maio de 2016;Roubo de veículo;PA;602
maio de 2016;Roubo de veículo;PB;351
maio de 2016;Roubo de veículo;PE;1264
maio de 2016;Roubo de veículo;PI;254
maio de 2016;Roubo de veículo;PR;
maio de 2016;Roubo de veículo;RJ;3258
maio de 2016;Roubo de veículo;RN;488
maio de 2016;Roubo de veículo;RO;199
maio de 2016;Roubo de veículo;RR;65
maio de 2016;Roubo de veículo;RS;1453
maio de 2016;Roubo de veículo;SC;320
maio de 2016;Roubo de veículo;SE;264
maio de 2016;Roubo de veículo;SP;6302
maio de 2016;Roubo de veículo;TO;76
junho de 2016;Roubo de veículo;AC;
junho de 2016;Roubo de veículo;AL;322
junho de 2016;Roubo de veículo;AM;344
junho de 2016;Roubo de veículo;AP;16
junho de 2016;Roubo de veículo;BA;1184
junho de 2016;Roubo de veículo;CE;924
junho de 2016;Roubo de veículo;DF;371
junho de 2016;Roubo de veículo;ES;
junho de 2016;Roubo de veículo;GO;1612
junho de 2016;Roubo de veículo;MA;358
junho de 2016;Roubo de veículo;MG;1775
junho de 2016;Roubo de veículo;MS;55
junho de 2016;Roubo de veículo;MT;273
junho de 2016;Roubo de veículo;PA;592
junho de 2016;Roubo de veículo;PB;307
junho de 2016;Roubo de veículo;PE;1150
junho de 2016;Roubo de veículo;PI;245
junho de 2016;Roubo de veículo;PR;
junho de 2016;Roubo de veículo;RJ;3310
junho de 2016;Roubo de veículo;RN;532
junho de 2016;Roubo de veículo;RO;155
junho de 2016;Roubo de veículo;RR;42
junho de 2016;Roubo de veículo;RS;1423
junho de 2016;Roubo de veículo;SC;264
junho de 2016;Roubo de veículo;SE;257
junho de 2016;Roubo de veículo;SP;6009
junho de 2016;Roubo de veículo;TO;87
julho de 2016;Roubo de veículo;AC;
julho de 2016;Roubo de veículo;AL;336
julho de 2016;Roubo de veículo;AM;368
julho de 2016;Roubo de veículo;AP;18
julho de 2016;Roubo de veículo;BA;1308
julho de 2016;Roubo de veículo;CE;754
julho de 2016;Roubo de veículo;DF;468
julho de 2016;Roubo de veículo;ES;
julho de 2016;Roubo de veículo;GO;1721
julho de 2016;Roubo de veículo;MA;376
julho de 2016;Roubo de veículo;MG;1635
julho de 2022;Roubo de veículo;MG;416
julho de 2022;Roubo de veículo;MS;36
julho de 2022;Roubo de veículo;MT;79
julho de 2022;Roubo de veículo;PA;169
julho de 2022;Roubo de veículo;PB;363
julho de 2022;Roubo de veículo;PE;959
julho de 2022;Roubo de veículo;PI;370
julho de 2022;Roubo de veículo;PR;292
julho de 2022;Roubo de veículo;RJ;2014
julho de 2022;Roubo de veículo;RN;270
julho de 2022;Roubo de veículo;RO;97
julho de 2022;Roubo de veículo;RR;31
julho de 2022;Roubo de veículo;RS;320
julho de 2022;Roubo de veículo;SC;97
julho de 2022;Roubo de veículo;SE;127
julho de 2022;Roubo de veículo;SP;3332
julho de 2022;Roubo de veículo;TO;27
agosto de 2022;Roubo de veículo;AC;48
agosto de 2022;Roubo de veículo;AL;133
agosto de 2022;Roubo de veículo;AM;119
agosto de 2022;Roubo de veículo;AP;38
agosto de 2022;Roubo de veículo;BA;1090
agosto de 2022;Roubo de veículo;CE;626
agosto de 2022;Roubo de veículo;DF;97
agosto de 2022;Roubo de veículo;ES;234
agosto de 2022;Roubo de veículo;GO;109
agosto de 2022;Roubo de veículo;MA;383
agosto de 2022;Roubo de veículo;MG;405
agosto de 2022;Roubo de veículo;MS;46
agosto de 2022;Roubo de veículo;MT;84
agosto de 2022;Roubo de veículo;PA;166
agosto de 2022;Roubo de veículo;PB;325
agosto de 2022;Roubo de veículo;PE;916
agosto de 2022;Roubo de veículo;PI;417
agosto de 2022;Roubo de veículo;PR;303
agosto de 2022;Roubo de veículo;RJ;2046
agosto de 2022;Roubo de veículo;RN;247
agosto de 2022;Roubo de veículo;RO;112
agosto de 2022;Roubo de veículo;RR;27
agosto de 2022;Roubo de veículo;RS;352
agosto de 2022;Roubo de veículo;SC;99
agosto de 2022;Roubo de veículo;SE;117
agosto de 2022;Roubo de veículo;SP;3448
agosto de 2022;Roubo de veículo;TO;29
setembro de 2022;Roubo de veículo;AC;55
setembro de 2022;Roubo de veículo;AL;135
setembro de 2022;Roubo de veículo;AM;99
setembro de 2022;Roubo de veículo;AP;42
setembro de 2022;Roubo de veículo;BA;1117
setembro de 2022;Roubo de veículo;CE;669
setembro de 2022;Roubo de veículo;DF;119
setembro de 2022;Roubo de veículo;ES;250
setembro de 2022;Roubo de veículo;GO;99
setembro de 2022;Roubo de veículo;MA;392
setembro de 2022;Roubo de veículo;MG;395
setembro de 2022;Roubo de veículo;MS;39
setembro de 2022;Roubo de veículo;MT;77
setembro de 2022;Roubo de veículo;PA;155
setembro de 2022;Roubo de veículo;PB;309
setembro de 2022;Roubo de veículo;PE;833
setembro de 2022;Roubo de veículo;PI;372
setembro de 2022;Roubo de veículo;PR;265
setembro de 2022;Roubo de veículo;RJ;2205
setembro de 2022;Roubo de veículo;RN;186
setembro de 2022;Roubo de veículo;RO;119
setembro de 2022;Roubo de veículo;RR;42
setembro de 2022;Roubo de veículo;RS;368
setembro de 2022;Roubo de veículo;SC;78
setembro de 2022;Roubo de veículo;SE;112
setembro de 2022;Roubo de veículo;SP;3316
setembro de 2022;Roubo de veículo;TO;28
outubro de 2022;Roubo de veículo;AC;54
outubro de 2022;Roubo de veículo;AL;158
outubro de 2022;Roubo de veículo;AM;120
outubro de 2022;Roubo de veículo;AP;38
outubro de 2022;Roubo de veículo;BA;1069
outubro de 2022;Roubo de veículo;CE;612
outubro de 2022;Roubo de veículo;DF;143
outubro de 2022;Roubo de veículo;ES;239
outubro de 2022;Roubo de veículo;GO;114
outubro de 2022;Roubo de veículo;MA;394
outubro de 2022;Roubo de veículo;MG;445
outubro de 2022;Roubo de veículo;MS;44
outubro de 2022;Roubo de veículo;MT;59
outubro de 2022;Roubo de veículo;PA;160
outubro de 2022;Roubo de veículo;PB;364
outubro de 2022;Roubo de veículo;PE;833
outubro de 2022;Roubo de veículo;PI;414
outubro de 2022;Roubo de veículo;PR;263
outubro de 2022;Roubo de veículo;RJ;2448
outubro de 2022;Roubo de veículo;RN;297
outubro de 2022;Roubo de veículo;RO;150
outubro de 2022;Roubo de veículo;RR;27
outubro de 2022;Roubo de veículo;RS;382
outubro de 2022;Roubo de veículo;SC;88
outubro de 2022;Roubo de veículo;SE;117
outubro de 2022;Roubo de veículo;SP;3982
outubro de 2022;Roubo de veículo;TO;36
novembro de 2022;Roubo de veículo;AC;58
novembro de 2022;Roubo de veículo;AL;145
novembro de 2022;Roubo de veículo;AM;104
novembro de 2022;Roubo de veículo;AP;34
novembro de 2022;Roubo de veículo;BA;1092
novembro de 2022;Roubo de veículo;CE;705
novembro de 2022;Roubo de veículo;DF;135
novembro de 2022;Roubo de veículo;ES;277
novembro de 2022;Roubo de veículo;GO;114
novembro de 2022;Roubo de veículo;MA;431
novembro de 2022;Roubo de veículo;MG;475
novembro de 2022;Roubo de veículo;MS;26
novembro de 2022;Roubo de veículo;MT;61
novembro de 2022;Roubo de veículo;PA;162
novembro de 2022;Roubo de veículo;PB;334
novembro de 2022;Roubo de veículo;PE;958
novembro de 2022;Roubo de veículo;PI;391
novembro de 2022;Roubo de veículo;PR;309
novembro de 2022;Roubo de veículo;RJ;2536
novembro de 2022;Roubo de veículo;RN;251
novembro de 2022;Roubo de veículo;RO;140
novembro de 2022;Roubo de veículo;RR;28
novembro de 2022;Roubo de veículo;RS;376
novembro de 2022;Roubo de veículo;SC;111
novembro de 2022;Roubo de veículo;SE;97
novembro de 2022;Roubo de veículo;SP;4233
novembro de 2022;Roubo de veículo;TO;31
dezembro de 2022;Roubo de veículo;AC;43
dezembro de 2022;Roubo de veículo;AL;183
dezembro de 2022;Roubo de veículo;AM;110
dezembro de 2022;Roubo de veículo;AP;27
dezembro de 2022;Roubo de veículo;BA;1157
dezembro de 2022;Roubo de veículo;CE;727
dezembro de 2022;Roubo de veículo;DF;131
dezembro de 2022;Roubo de veículo;ES;256
dezembro de 2022;Roubo de veículo;GO;119
dezembro de 2022;Roubo de veículo;MA;398
dezembro de 2022;Roubo de veículo;MG;487
dezembro de 2022;Roubo de veículo;MS;31
dezembro de 2022;Roubo de veículo;MT;74
dezembro de 2022;Roubo de veículo;PA;148
dezembro de 2022;Roubo de veículo;PB;310
dezembro de 2022;Roubo de veículo;PE;1000
dezembro de 2022;Roubo de veículo;PI;398
dezembro de 2022;Roubo de veículo;PR;295
dezembro de 2022;Roubo de veículo;RJ;2242
dezembro de 2022;Roubo de veículo;RN;230
dezembro de 2022;Roubo de veículo;RO;151
dezembro de 2022;Roubo de veículo;RR;35
dezembro de 2022;Roubo de veículo;RS;341
dezembro de 2022;Roubo de veículo;SC;114
dezembro de 2022;Roubo de veículo;SE;112
dezembro de 2022;Roubo de veículo;SP;4580
dezembro de 2022;Roubo de veículo;TO;25
janeiro de 2025;Roubo de veículo;AC;42
janeiro de 2025;Roubo de veículo;AL;128
janeiro de 2025;Roubo de veículo;AM;54
janeiro de 2025;Roubo de veículo;AP;11
janeiro de 2025;Roubo de veículo;BA;944
janeiro de 2025;Roubo de veículo;CE;518
janeiro de 2025;Roubo de veículo;DF;71
janeiro de 2025;Roubo de veículo;ES;153
janeiro de 2025;Roubo de veículo;GO;47
janeiro de 2025;Roubo de veículo;MA;293
janeiro de 2025;Roubo de veículo;MG;368
janeiro de 2025;Roubo de veículo;MS;21
janeiro de 2025;Roubo de veículo;MT;45
janeiro de 2025;Roubo de veículo;PA;98
janeiro de 2025;Roubo de veículo;PB;335
janeiro de 2025;Roubo de veículo;PE;1113
janeiro de 2025;Roubo de veículo;PI;351
janeiro de 2025;Roubo de veículo;PR;162
janeiro de 2025;Roubo de veículo;RJ;2661
janeiro de 2025;Roubo de veículo;RN;183
janeiro de 2025;Roubo de veículo;RO;38
janeiro de 2025;Roubo de veículo;RR;24
janeiro de 2025;Roubo de veículo;RS;163
janeiro de 2025;Roubo de veículo;SC;74
janeiro de 2025;Roubo de veículo;SE;46
janeiro de 2025;Roubo de veículo;SP;2312
janeiro de 2025;Roubo de veículo;TO;17
fevereiro de 2025;Roubo de veículo;AC;28
fevereiro de 2025;Roubo de veículo;AL;101
fevereiro de 2025;Roubo de veículo;AM;68
fevereiro de 2025;Roubo de veículo;AP;6
fevereiro de 2025;Roubo de veículo;BA;828
fevereiro de 2025;Roubo de veículo;CE;428
fevereiro de 2025;Roubo de veículo;DF;85
fevereiro de 2025;Roubo de veículo;ES;100
fevereiro de 2025;Roubo de veículo;GO;37
fevereiro de 2025;Roubo de veículo;MA;243
fevereiro de 2025;Roubo de veículo;MG;311
fevereiro de 2025;Roubo de veículo;MS;20
fevereiro de 2025;Roubo de veículo;MT;42
fevereiro de 2025;Roubo de veículo;PA;113
