ano_arquivo,data_referencia,uf,evento,total_vitima,total,feminino,masculino,nao_informado
2015,2015-01-01,AC,Apreensão de Cocaína,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Apreensão de Maconha,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Arma de Fogo Apreendida,0.0,3.0,0.0,0.0,0.0
2015,2015-01-01,AC,Atendimento pré-hospitalar,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Busca e salvamento,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Combate a incêndios,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Emissão de Alvarás de licença,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Estupro,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Estupro de vulnerável,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Feminicídio,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Furto de veículo,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Homicídio doloso,12.0,0.0,2.0,10.0,0.0
2015,2015-01-01,AC,Lesão corporal seguida de morte,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Mandado de prisão cumprido,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Morte de Agente do Estado,3.0,0.0,0.0,3.0,0.0
2015,2015-01-01,AC,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),6.0,0.0,1.0,5.0,0.0
2015,2015-01-01,AC,Morte por intervenção de Agente do Estado,1.0,0.0,0.0,1.0,0.0
2015,2015-01-01,AC,Mortes a esclarecer (sem indício de crime),2.0,0.0,0.0,2.0,0.0
2015,2015-01-01,AC,Mortes no trânsito,1.0,0.0,0.0,1.0,0.0
2015,2015-01-01,AC,Pessoa Desaparecida,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Pessoa Localizada,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Realização de vistorias,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Roubo a instituição financeira,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Roubo de carga,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Roubo de veículo,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Roubo seguido de morte (latrocínio),0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Suicídio,4.0,0.0,1.0,3.0,0.0
2015,2015-01-01,AC,Suicídio de Agente do Estado,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Tentativa de feminicídio,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Tentativa de homicídio,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AC,Tráfico de drogas,0.0,10.0,0.0,0.0,0.0
2015,2015-01-01,AL,Apreensão de Cocaína,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AL,Apreensão de Maconha,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AL,Arma de Fogo Apreendida,0.0,192.0,0.0,0.0,0.0
2015,2015-01-01,AL,Atendimento pré-hospitalar,0.0,266.0,0.0,0.0,0.0
2015,2015-01-01,AL,Busca e salvamento,0.0,134.0,0.0,0.0,0.0
2015,2015-01-01,AL,Combate a incêndios,0.0,164.0,0.0,0.0,0.0
2015,2015-01-01,AL,Emissão de Alvarás de licença,0.0,405.0,0.0,0.0,0.0
2015,2015-01-01,AL,Estupro,15.0,0.0,13.0,2.0,0.0
2015,2015-01-01,AL,Estupro de vulnerável,33.0,0.0,22.0,11.0,0.0
2015,2015-01-01,AL,Feminicídio,0.0,0.0,0.0,0.0,0.0
2015,2015-01-01,AL,Furto de veículo,0.0,67.0,0.0,0.0,0.0
