ano_arquivo,data_referencia,uf,evento,total_vitima,total,feminino,masculino,nao_informado
2026,2026-01-01,AC,Apreensão de Cocaína,0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AC,Apreensão de Maconha,0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AC,Arma de Fogo Apreendida,0.0,42.0,0.0,0.0,0.0
2026,2026-01-01,AC,Atendimento pré-hospitalar,0.0,195.0,0.0,0.0,0.0
2026,2026-01-01,AC,Busca e salvamento,0.0,34.0,0.0,0.0,0.0
2026,2026-01-01,AC,Combate a incêndios,0.0,95.0,0.0,0.0,0.0
2026,2026-01-01,AC,Emissão de Alvarás de licença,0.0,627.0,0.0,0.0,0.0
2026,2026-01-01,AC,Estupro,12.0,0.0,12.0,0.0,0.0
2026,2026-01-01,AC,Estupro de vulnerável,39.0,0.0,33.0,6.0,0.0
2026,2026-01-01,AC,Feminicídio,0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AC,Furto de veículo,0.0,61.0,0.0,0.0,0.0
2026,2026-01-01,AC,Homicídio doloso,11.0,0.0,2.0,9.0,0.0
2026,2026-01-01,AC,Lesão corporal seguida de morte,0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AC,Mandado de prisão cumprido,0.0,158.0,0.0,0.0,0.0
2026,2026-01-01,AC,Morte de Agente do Estado,0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AC,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),10.0,0.0,0.0,10.0,0.0
2026,2026-01-01,AC,Morte por intervenção de Agente do Estado,0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AC,Mortes a esclarecer (sem indício de crime),5.0,0.0,1.0,4.0,0.0
2026,2026-01-01,AC,Mortes no trânsito,4.0,0.0,0.0,4.0,0.0
2026,2026-01-01,AC,Pessoa Desaparecida,33.0,0.0,11.0,20.0,2.0
2026,2026-01-01,AC,Pessoa Localizada,20.0,0.0,6.0,14.0,0.0
2026,2026-01-01,AC,Realização de vistorias,0.0,820.0,0.0,0.0,0.0
2026,2026-01-01,AC,Roubo a instituição financeira,0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AC,Roubo de carga,0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AC,Roubo de veículo,0.0,36.0,0.0,0.0,0.0
2026,2026-01-01,AC,Roubo seguido de morte (latrocínio),0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AC,Suicídio,9.0,0.0,3.0,6.0,0.0
2026,2026-01-01,AC,Suicídio de Agente do Estado,1.0,0.0,0.0,1.0,0.0
2026,2026-01-01,AC,Tentativa de feminicídio,1.0,0.0,1.0,0.0,0.0
2026,2026-01-01,AC,Tentativa de homicídio,23.0,0.0,1.0,22.0,0.0
2026,2026-01-01,AC,Tráfico de drogas,0.0,2.0,0.0,0.0,0.0
2026,2026-01-01,AL,Apreensão de Cocaína,0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AL,Apreensão de Maconha,0.0,0.0,0.0,0.0,0.0
2026,2026-01-01,AL,Arma de Fogo Apreendida,0.0,209.0,0.0,0.0,0.0
2026,2026-01-01,AL,Atendimento pré-hospitalar,0.0,860.0,0.0,0.0,0.0
2026,2026-01-01,AL,Busca e salvamento,0.0,480.0,0.0,0.0,0.0
2026,2026-01-01,AL,Combate a incêndios,0.0,334.0,0.0,0.0,0.0
2026,2026-01-01,AL,Emissão de Alvarás de licença,0.0,739.0,0.0,0.0,0.0
2026,2026-01-01,AL,Estupro,17.0,0.0,12.0,5.0,0.0
2026,2026-01-01,AL,Estupro de vulnerável,55.0,0.0,43.0,12.0,0.0
2026,2026-01-01,AL,Feminicídio,3.0,0.0,3.0,0.0,0.0
2026,2026-01-01,AL,Furto de veículo,0.0,153.0,0.0,0.0,0.0
2026,2026-01-01,AL,Homicídio doloso,88.0,0.0,9.0,79.0,0.0
2026,2026-01-01,AL,Lesão corporal seguida de morte,1.0,0.0,0.0,1.0,0.0
2026,2026-01-01,AL,Mandado de prisão cumprido,0.0,283.0,0.0,0.0,0.0
